EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 18-04-2023
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 TX   : Maximum temperature in 0.1 &#176;C
30-34 Q_TX : quality code for TX (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station HELSINKI KAISANIEMI AWS, FINLAND (STAID: 7015)
Blended and updated with sources:85 42089 42200 42225 42235 42245 42295 
See files sources.txt and stations.txt for more info.

STAID, SOUID,    DATE,   TX, Q_TX
  7015,    85,19520103,-9999,    9
  7015,    85,19520104,-9999,    9
  7015,    85,19520105,-9999,    9
  7015,    85,19520106,-9999,    9
  7015,    85,19520107,-9999,    9
  7015,    85,19520108,-9999,    9
  7015,    85,19520109,-9999,    9
  7015,    85,19520110,-9999,    9
  7015,    85,19520111,-9999,    9
  7015,    85,19520112,-9999,    9
  7015,    85,19520113,-9999,    9
  7015,    85,19520114,-9999,    9
  7015,    85,19520115,-9999,    9
  7015,    85,19520116,-9999,    9
  7015,    85,19520117,-9999,    9
  7015,    85,19520118,-9999,    9
  7015,    85,19520119,-9999,    9
  7015,    85,19520120,-9999,    9
  7015,    85,19520121,-9999,    9
  7015,    85,19520122,-9999,    9
  7015,    85,19520123,-9999,    9
  7015,    85,19520124,-9999,    9
  7015,    85,19520125,-9999,    9
  7015,    85,19520126,-9999,    9
  7015,    85,19520127,-9999,    9
  7015,    85,19520128,-9999,    9
  7015,    85,19520129,-9999,    9
  7015,    85,19520130,-9999,    9
  7015,    85,19520131,-9999,    9
  7015,    85,19520201,-9999,    9
  7015,    85,19520202,-9999,    9
  7015,    85,19520203,-9999,    9
  7015,    85,19520204,-9999,    9
  7015,    85,19520205,-9999,    9
  7015,    85,19520206,-9999,    9
  7015,    85,19520207,-9999,    9
  7015,    85,19520208,-9999,    9
  7015,    85,19520209,-9999,    9
  7015,    85,19520210,-9999,    9
  7015,    85,19520211,-9999,    9
  7015,    85,19520212,-9999,    9
  7015,    85,19520213,-9999,    9
  7015,    85,19520214,-9999,    9
  7015,    85,19520215,-9999,    9
  7015,    85,19520216,-9999,    9
  7015,    85,19520217,-9999,    9
  7015,    85,19520218,-9999,    9
  7015,    85,19520219,-9999,    9
  7015,    85,19520220,-9999,    9
  7015,    85,19520221,-9999,    9
  7015,    85,19520222,-9999,    9
  7015,    85,19520223,-9999,    9
  7015,    85,19520224,-9999,    9
  7015,    85,19520225,-9999,    9
  7015,    85,19520226,-9999,    9
  7015,    85,19520227,-9999,    9
  7015,    85,19520228,-9999,    9
  7015,    85,19520229,-9999,    9
  7015,    85,19520301,-9999,    9
  7015,    85,19520302,-9999,    9
  7015,    85,19520303,-9999,    9
  7015,    85,19520304,-9999,    9
  7015,    85,19520305,-9999,    9
  7015,    85,19520306,-9999,    9
  7015,    85,19520307,-9999,    9
  7015,    85,19520308,-9999,    9
  7015,    85,19520309,-9999,    9
  7015,    85,19520310,-9999,    9
  7015,    85,19520311,-9999,    9
  7015,    85,19520312,-9999,    9
  7015,    85,19520313,-9999,    9
  7015,    85,19520314,-9999,    9
  7015,    85,19520315,-9999,    9
  7015,    85,19520316,-9999,    9
  7015,    85,19520317,-9999,    9
  7015,    85,19520318,-9999,    9
  7015,    85,19520319,-9999,    9
  7015,    85,19520320,-9999,    9
  7015,    85,19520321,-9999,    9
  7015,    85,19520322,-9999,    9
  7015,    85,19520323,-9999,    9
  7015,    85,19520324,-9999,    9
  7015,    85,19520325,-9999,    9
  7015,    85,19520326,-9999,    9
  7015,    85,19520327,-9999,    9
  7015,    85,19520328,-9999,    9
  7015,    85,19520329,-9999,    9
  7015,    85,19520330,-9999,    9
  7015,    85,19520331,-9999,    9
  7015,    85,19520401,-9999,    9
  7015,    85,19520402,-9999,    9
  7015,    85,19520403,-9999,    9
  7015,    85,19520404,-9999,    9
  7015,    85,19520405,-9999,    9
  7015,    85,19520406,-9999,    9
  7015,    85,19520407,-9999,    9
  7015,    85,19520408,-9999,    9
  7015,    85,19520409,-9999,    9
  7015,    85,19520410,-9999,    9
  7015,    85,19520411,-9999,    9
  7015,    85,19520412,-9999,    9
  7015,    85,19520413,-9999,    9
  7015,    85,19520414,-9999,    9
  7015,    85,19520415,-9999,    9
  7015,    85,19520416,-9999,    9
  7015,    85,19520417,-9999,    9
  7015,    85,19520418,-9999,    9
  7015,    85,19520419,-9999,    9
  7015,    85,19520420,-9999,    9
  7015,    85,19520421,-9999,    9
  7015,    85,19520422,-9999,    9
  7015,    85,19520423,-9999,    9
  7015,    85,19520424,-9999,    9
  7015,    85,19520425,-9999,    9
  7015,    85,19520426,-9999,    9
  7015,    85,19520427,-9999,    9
  7015,    85,19520428,-9999,    9
  7015,    85,19520429,-9999,    9
  7015,    85,19520430,-9999,    9
  7015,    85,19520501,-9999,    9
  7015,    85,19520502,-9999,    9
  7015,    85,19520503,-9999,    9
  7015,    85,19520504,-9999,    9
  7015,    85,19520505,-9999,    9
  7015,    85,19520506,-9999,    9
  7015,    85,19520507,-9999,    9
  7015,    85,19520508,-9999,    9
  7015,    85,19520509,-9999,    9
  7015,    85,19520510,-9999,    9
  7015,    85,19520511,-9999,    9
  7015,    85,19520512,-9999,    9
  7015,    85,19520513,-9999,    9
  7015,    85,19520514,-9999,    9
  7015,    85,19520515,-9999,    9
  7015,    85,19520516,-9999,    9
  7015,    85,19520517,-9999,    9
  7015,    85,19520518,-9999,    9
  7015,    85,19520519,-9999,    9
  7015,    85,19520520,-9999,    9
  7015,    85,19520521,-9999,    9
  7015,    85,19520522,-9999,    9
  7015,    85,19520523,-9999,    9
  7015,    85,19520524,-9999,    9
  7015,    85,19520525,-9999,    9
  7015,    85,19520526,-9999,    9
  7015,    85,19520527,-9999,    9
  7015,    85,19520528,-9999,    9
  7015,    85,19520529,-9999,    9
  7015,    85,19520530,-9999,    9
  7015,    85,19520531,-9999,    9
  7015,    85,19520601,-9999,    9
  7015,    85,19520602,-9999,    9
  7015,    85,19520603,-9999,    9
  7015,    85,19520604,-9999,    9
  7015,    85,19520605,-9999,    9
  7015,    85,19520606,-9999,    9
  7015,    85,19520607,-9999,    9
  7015,    85,19520608,-9999,    9
  7015,    85,19520609,-9999,    9
  7015,    85,19520610,-9999,    9
  7015,    85,19520611,-9999,    9
  7015,    85,19520612,-9999,    9
  7015,    85,19520613,-9999,    9
  7015,    85,19520614,-9999,    9
  7015,    85,19520615,-9999,    9
  7015,    85,19520616,-9999,    9
  7015,    85,19520617,-9999,    9
  7015,    85,19520618,-9999,    9
  7015,    85,19520619,-9999,    9
  7015,    85,19520620,-9999,    9
  7015,    85,19520621,-9999,    9
  7015,    85,19520622,-9999,    9
  7015,    85,19520623,-9999,    9
  7015,    85,19520624,-9999,    9
  7015,    85,19520625,-9999,    9
  7015,    85,19520626,-9999,    9
  7015,    85,19520627,-9999,    9
  7015,    85,19520628,-9999,    9
  7015,    85,19520629,-9999,    9
  7015,    85,19520630,-9999,    9
  7015,    85,19520701,-9999,    9
  7015,    85,19520702,-9999,    9
  7015,    85,19520703,-9999,    9
  7015,    85,19520704,-9999,    9
  7015,    85,19520705,-9999,    9
  7015,    85,19520706,-9999,    9
  7015,    85,19520707,-9999,    9
  7015,    85,19520708,-9999,    9
  7015,    85,19520709,-9999,    9
  7015,    85,19520710,-9999,    9
  7015,    85,19520711,-9999,    9
  7015,    85,19520712,-9999,    9
  7015,    85,19520713,-9999,    9
  7015,    85,19520714,-9999,    9
  7015,    85,19520715,-9999,    9
  7015,    85,19520716,-9999,    9
  7015,    85,19520717,-9999,    9
  7015,    85,19520718,-9999,    9
  7015,    85,19520719,-9999,    9
  7015,    85,19520720,-9999,    9
  7015,    85,19520721,-9999,    9
  7015,    85,19520722,-9999,    9
  7015,    85,19520723,-9999,    9
  7015,    85,19520724,-9999,    9
  7015,    85,19520725,-9999,    9
  7015,    85,19520726,-9999,    9
  7015,    85,19520727,-9999,    9
  7015,    85,19520728,-9999,    9
  7015,    85,19520729,-9999,    9
  7015,    85,19520730,-9999,    9
  7015,    85,19520731,-9999,    9
  7015,    85,19520801,-9999,    9
  7015,    85,19520802,-9999,    9
  7015,    85,19520803,-9999,    9
  7015,    85,19520804,-9999,    9
  7015,    85,19520805,-9999,    9
  7015,    85,19520806,-9999,    9
  7015,    85,19520807,-9999,    9
  7015,    85,19520808,-9999,    9
  7015,    85,19520809,-9999,    9
  7015,    85,19520810,-9999,    9
  7015,    85,19520811,-9999,    9
  7015,    85,19520812,-9999,    9
  7015,    85,19520813,-9999,    9
  7015,    85,19520814,-9999,    9
  7015,    85,19520815,-9999,    9
  7015,    85,19520816,-9999,    9
  7015,    85,19520817,-9999,    9
  7015,    85,19520818,-9999,    9
  7015,    85,19520819,-9999,    9
  7015,    85,19520820,-9999,    9
  7015,    85,19520821,-9999,    9
  7015,    85,19520822,-9999,    9
  7015,    85,19520823,-9999,    9
  7015,    85,19520824,-9999,    9
  7015,    85,19520825,-9999,    9
  7015,    85,19520826,-9999,    9
  7015,    85,19520827,-9999,    9
  7015,    85,19520828,-9999,    9
  7015,    85,19520829,-9999,    9
  7015,    85,19520830,-9999,    9
  7015,    85,19520831,-9999,    9
  7015,    85,19520901,-9999,    9
  7015,    85,19520902,-9999,    9
  7015,    85,19520903,-9999,    9
  7015,    85,19520904,-9999,    9
  7015,    85,19520905,-9999,    9
  7015,    85,19520906,-9999,    9
  7015,    85,19520907,-9999,    9
  7015,    85,19520908,-9999,    9
  7015,    85,19520909,-9999,    9
  7015,    85,19520910,-9999,    9
  7015,    85,19520911,-9999,    9
  7015,    85,19520912,-9999,    9
  7015,    85,19520913,-9999,    9
  7015,    85,19520914,-9999,    9
  7015,    85,19520915,-9999,    9
  7015,    85,19520916,-9999,    9
  7015,    85,19520917,-9999,    9
  7015,    85,19520918,-9999,    9
  7015,    85,19520919,-9999,    9
  7015,    85,19520920,-9999,    9
  7015,    85,19520921,-9999,    9
  7015,    85,19520922,-9999,    9
  7015,    85,19520923,-9999,    9
  7015,    85,19520924,-9999,    9
  7015,    85,19520925,-9999,    9
  7015,    85,19520926,-9999,    9
  7015,    85,19520927,-9999,    9
  7015,    85,19520928,-9999,    9
  7015,    85,19520929,-9999,    9
  7015,    85,19520930,-9999,    9
  7015,    85,19521001,-9999,    9
  7015,    85,19521002,-9999,    9
  7015,    85,19521003,-9999,    9
  7015,    85,19521004,-9999,    9
  7015,    85,19521005,-9999,    9
  7015,    85,19521006,-9999,    9
  7015,    85,19521007,-9999,    9
  7015,    85,19521008,-9999,    9
  7015,    85,19521009,-9999,    9
  7015,    85,19521010,-9999,    9
  7015,    85,19521011,-9999,    9
  7015,    85,19521012,-9999,    9
  7015,    85,19521013,-9999,    9
  7015,    85,19521014,-9999,    9
  7015,    85,19521015,-9999,    9
  7015,    85,19521016,-9999,    9
  7015,    85,19521017,-9999,    9
  7015,    85,19521018,-9999,    9
  7015,    85,19521019,-9999,    9
  7015,    85,19521020,-9999,    9
  7015,    85,19521021,-9999,    9
  7015,    85,19521022,-9999,    9
  7015,    85,19521023,-9999,    9
  7015,    85,19521024,-9999,    9
  7015,    85,19521025,-9999,    9
  7015,    85,19521026,-9999,    9
  7015,    85,19521027,-9999,    9
  7015,    85,19521028,-9999,    9
  7015,    85,19521029,-9999,    9
  7015,    85,19521030,-9999,    9
  7015,    85,19521031,-9999,    9
  7015,    85,19521101,-9999,    9
  7015,    85,19521102,-9999,    9
  7015,    85,19521103,-9999,    9
  7015,    85,19521104,-9999,    9
  7015,    85,19521105,-9999,    9
  7015,    85,19521106,-9999,    9
  7015,    85,19521107,-9999,    9
  7015,    85,19521108,-9999,    9
  7015,    85,19521109,-9999,    9
  7015,    85,19521110,-9999,    9
  7015,    85,19521111,-9999,    9
  7015,    85,19521112,-9999,    9
  7015,    85,19521113,-9999,    9
  7015,    85,19521114,-9999,    9
  7015,    85,19521115,-9999,    9
  7015,    85,19521116,-9999,    9
  7015,    85,19521117,-9999,    9
  7015,    85,19521118,-9999,    9
  7015,    85,19521119,-9999,    9
  7015,    85,19521120,-9999,    9
  7015,    85,19521121,-9999,    9
  7015,    85,19521122,-9999,    9
  7015,    85,19521123,-9999,    9
  7015,    85,19521124,-9999,    9
  7015,    85,19521125,-9999,    9
  7015,    85,19521126,-9999,    9
  7015,    85,19521127,-9999,    9
  7015,    85,19521128,-9999,    9
  7015,    85,19521129,-9999,    9
  7015,    85,19521130,-9999,    9
  7015,    85,19521201,-9999,    9
  7015,    85,19521202,-9999,    9
  7015,    85,19521203,-9999,    9
  7015,    85,19521204,-9999,    9
  7015,    85,19521205,-9999,    9
  7015,    85,19521206,-9999,    9
  7015,    85,19521207,-9999,    9
  7015,    85,19521208,-9999,    9
  7015,    85,19521209,-9999,    9
  7015,    85,19521210,-9999,    9
  7015,    85,19521211,-9999,    9
  7015,    85,19521212,-9999,    9
  7015,    85,19521213,-9999,    9
  7015,    85,19521214,-9999,    9
  7015,    85,19521215,-9999,    9
  7015,    85,19521216,-9999,    9
  7015,    85,19521217,-9999,    9
  7015,    85,19521218,-9999,    9
  7015,    85,19521219,-9999,    9
  7015,    85,19521220,-9999,    9
  7015,    85,19521221,-9999,    9
  7015,    85,19521222,-9999,    9
  7015,    85,19521223,-9999,    9
  7015,    85,19521224,-9999,    9
  7015,    85,19521225,-9999,    9
  7015,    85,19521226,-9999,    9
  7015,    85,19521227,-9999,    9
  7015,    85,19521228,-9999,    9
  7015,    85,19521229,-9999,    9
  7015,    85,19521230,-9999,    9
  7015,    85,19521231,-9999,    9
  7015,    85,19530101,-9999,    9
  7015,    85,19530102,   -4,    0
  7015,    85,19530103,  -33,    0
  7015,    85,19530104, -102,    0
  7015,    85,19530105, -102,    0
  7015,    85,19530106,   -9,    0
  7015,    85,19530107,   -9,    0
  7015,    85,19530108,  -11,    0
  7015,    85,19530109,    6,    0
  7015,    85,19530110,    6,    0
